report_id,instrument,product1_id,product2_id,product3_id,result
Report_1162,Viscometer VS-300,6,,,5098.96
Report_1162,Viscometer VS-300,7,4,,7440.05
Report_1162,Viscometer VS-300,7,2,5,7694.27
Report_1172,Mass Spectrometer MS-20,7,3,5,845
Report_1172,Mass Spectrometer MS-20,6,5,,1958
Report_1172,Viscometer VS-300,6,1,,4804.3
Report_1172,Four Ball FB-1000,6,3,5,0.75
Report_1172,Four Ball FB-1000,6,4,,0.65
Report_1172,Conductivity Meter CM-215,7,5,,520
Report_1172,HPLC System HPLC-9000,0,3,5,150
Report_1172,NMR Spectrometer NMR-500,0,1,5,12
Report_1172,Gas Chromatograph GC-2010,0,2,,0.75
Report_1178,Spectrometer Alpha-300,6,4,,320.5
Report_1178,Spectrometer Alpha-300,6,2,4,510.2
Report_1178,Centrifuge X100,,,,---
Report_1178,Centrifuge X100,,,,
Report_1178,UV-Vis Spectrophotometer UV-2600,6,,,2.1
Report_1178,Rheometer R-4500,7,2,4,450.7
Report_1178,Rheometer R-4500,6,1,,350.8
Report_1178,Viscometer VS-300,6,3,,4995.68
Report_1178,Thermocycler TC-5000,0,1,4,37.5
Report_1178,Thermocycler TC-5000,0,3,4,45.9
Report_1178,PCR Machine PCR-96,7,3,5,27.3
Report_1178,PCR Machine PCR-96,0,4,,30.2
Report_1178,Ion Chromatograph IC-2100,6,2,,75.5
Report_1185,Gas Chromatograph GC-2010,6,,,500
Report_1185,Ion Chromatograph IC-2100,7,,,75
Report_1185,HPLC System HPLC-9000,7,1,4,0.75
Report_1185,Rheometer R-4500,,,,350
Report_1185,Viscometer VS-300,,,,1947.43
Report_1185,Conductivity Meter CM-215,7,1,5,1800
Report_1185,Four Ball FB-1000,7,,,0.55
Report_1185,Centrifuge X100,6,2,,12000
Report_1194,Microplate Reader MRX,0,2,4,3.2
Report_1194,UV-Vis Spectrophotometer UV-2600,0,1,4,2.8
Report_1194,PCR Machine PCR-96,7,2,5,16.5
Report_1195,X-Ray Diffractometer XRD-6000,,,,120 °C
Report_1195,FTIR Spectrometer FTIR-8400,,,,1500 1/cm
Report_12,Mass Spectrometer MS-20,6,4,,750 m/z
Report_12,FTIR Spectrometer FTIR-8400,0,3,,1720 1/cm
Report_120,UV-Vis Spectrophotometer UV-2600,6,3,5,1.2
Report_120,HPLC System HPLC-9000,6,1,,250.5
Report_120,Gas Chromatograph GC-2010,7,3,,450.8
Report_120,HPLC System HPLC-9000,7,2,,500.2
Report_120,Rheometer R-4500,0,3,,25.4
Report_120,pH Meter PH-700,0,3,4,7.4
Report_120,Viscometer VS-300,6,3,4,5025.2
Report_120,Viscometer VS-300,7,1,5,7108.01
Report_1200,Rheometer R-4500,0,1,,500
Report_1200,Rheometer R-4500,7,3,,750
Report_1200,pH Meter PH-700,7,2,4,7
Report_1200,pH Meter PH-700,0,3,,6
Report_1200,X-Ray Diffractometer XRD-6000,6,,,100
Report_1200,X-Ray Diffractometer XRD-6000,7,1,,120
Report_1200,Microplate Reader MRX,6,2,,2.5
Report_1200,Spectrometer Alpha-300,6,1,,450
Report_1200,NMR Spectrometer NMR-500,0,2,5,10
Report_1200,FTIR Spectrometer FTIR-8400,6,3,,1500
Report_1200,Viscometer VS-300,0,3,,2695.16
Report_1200,Viscometer VS-300,6,4,,4727.33
Report_1204,HPLC System HPLC-9000,7,3,5,450
Report_1204,Rheometer R-4500,7,2,,500
Report_1204,Ion Chromatograph IC-2100,6,2,5,75
Report_1204,Thermocycler TC-5000,6,3,,60
Report_1204,X-Ray Diffractometer XRD-6000,7,3,5,90
Report_1204,Centrifuge X100,7,2,,12000
Report_1204,Conductivity Meter CM-215,6,2,5,1500
Report_1204,UV-Vis Spectrophotometer UV-2600,6,1,,1.8
Report_1204,Titrator T-905,7,1,5,5.5
Report_1206,Four Ball FB-1000,7,5,,0.65
Report_1206,X-Ray Diffractometer XRD-6000,0,2,4,45
Report_1206,Mass Spectrometer MS-20,6,3,,1500
Report_1206,Ion Chromatograph IC-2100,7,1,4,50
Report_1218,Titrator T-905,6,0,1,7.12
Report_1218,Conductivity Meter CM-215,6,2,5,1425
Report_1218,pH Meter PH-700,0,1,4,5.5
Report_1218,X-Ray Diffractometer XRD-6000,6,1,,90
Report_1218,NMR Spectrometer NMR-500,6,2,5,10.2
Report_1218,FTIR Spectrometer FTIR-8400,6,5,,3450
Report_1223,HPLC System HPLC-9000,0,,,870.5
Report_1223,X-Ray Diffractometer XRD-6000,0,,,50
Report_1223,Thermocycler TC-5000,6,,,72
Report_1223,Mass Spectrometer MS-20,7,,,1200
Report_1223,pH Meter PH-700,6,,,7
Report_1223,PCR Machine PCR-96,7,,,25
Report_1223,Four Ball FB-1000,0,,,0.6
Report_1223,Rheometer R-4500,6,,,250
Report_1223,UV-Vis Spectrophotometer UV-2600,7,,,1.8
Report_1223,Viscometer VS-300,6,,,4802.12
Report_1223,Viscometer VS-300,7,,,7418.99
Report_1226,Mass Spectrometer MS-20,0,2,4,1750
Report_1226,Liquid Chromatograph LC-400,6,5,,250
Report_1226,NMR Spectrometer NMR-500,0,3,,5.5
Report_1226,UV-Vis Spectrophotometer UV-2600,7,1,4,1.8
Report_1226,Conductivity Meter CM-215,0,3,5,1500
Report_1226,Viscometer VS-300,7,5,,7446.19
Report_1226,Viscometer VS-300,6,4,,5042.01
Report_1226,Four Ball FB-1000,7,2,,0.75
Report_1226,Thermocycler TC-5000,6,2,5,85
Report_1228,FTIR Spectrometer FTIR-8400,6,4,,Wavenumber
Report_1228,NMR Spectrometer NMR-500,7,1,4,Chemical Shift
Report_1228,X-Ray Diffractometer XRD-6000,0,1,,Angle
Report_1228,Ion Chromatograph IC-2100,7,1,5,Concentration
Report_1228,pH Meter PH-700,6,1,5,pH
Report_1228,Liquid Chromatograph LC-400,6,2,5,Concentration
Report_1228,UV-Vis Spectrophotometer UV-2600,6,3,,Absorbance
Report_1228,HPLC System HPLC-9000,0,3,4,Concentration
Report_1228,Centrifuge X100,0,3,5,Speed
Report_1228,Spectrometer Alpha-300,7,3,4,Wavelength
Report_1230,Viscometer VS-300,6,2,4,5062.93
Report_1230,Viscometer VS-300,7,,,7341.01
Report_1237,Spectrometer Alpha-300,0,3,,300
Report_1237,HPLC System HPLC-9000,6,3,5,0.5
Report_1237,Liquid Chromatograph LC-400,6,1,4,50
Report_1237,Gas Chromatograph GC-2010,7,1,4,500
Report_1237,Mass Spectrometer MS-20,7,2,5,1500
Report_1237,Conductivity Meter CM-215,7,3,,1000
Report_1237,PCR Machine PCR-96,0,4,,30
Report_1237,Centrifuge X100,,,,
Report_1237,Spectrometer Alpha-300,6,2,4,450
Report_1237,HPLC System HPLC-9000,6,4,,0.7
Report_1241,PCR Machine PCR-96,6,2,4,35
Report_1241,NMR Spectrometer NMR-500,0,2,5,15
Report_1241,UV-Vis Spectrophotometer UV-2600,6,1,5,2.8
Report_1241,Titrator T-905,7,1,5,5.5
Report_1241,X-Ray Diffractometer XRD-6000,0,3,5,120
Report_1241,Rheometer R-4500,0,2,,450
Report_1241,pH Meter PH-700,6,2,4,7
Report_1241,Thermocycler TC-5000,0,2,5,85
Report_1241,Viscometer VS-300,0,2,4,2191.12
Report_1241,Viscometer VS-300,0,1,4,2855.97
Report_1253,Spectrometer Alpha-300,0,4,,Absorption Peak
Report_1253,pH Meter PH-700,6,4,,pH Level
Report_1253,Liquid Chromatograph LC-400,7,1,5,Concentration
Report_1253,X-Ray Diffractometer XRD-6000,0,2,4,Temperature
Report_1253,Thermocycler TC-5000,6,2,,Thermal Profile
Report_1253,Conductivity Meter CM-215,6,3,5,Conductivity
Report_1253,Titrator T-905,7,2,,Molarity
Report_1253,Viscometer VS-300,7,,,Viscosity
Report_1253,Viscometer VS-300,0,2,5,Viscosity
Report_1255,Ion Chromatograph IC-2100,0,3,5,15.678
Report_1255,Conductivity Meter CM-215,0,2,5,1023
Report_1255,Mass Spectrometer MS-20,0,1,,478
Report_1255,NMR Spectrometer NMR-500,6,4,,10.5
Report_1255,Microplate Reader MRX,7,1,,3.2
Report_1255,pH Meter PH-700,6,2,4,7.4
Report_1255,Liquid Chromatograph LC-400,7,3,,250.67
Report_1255,HPLC System HPLC-9000,7,2,5,315.5
Report_1255,Viscometer VS-300,7,1,5,7177.81
Report_1255,Viscometer VS-300,7,4,,7644.78
Report_1262,Rheometer R-4500,6,1,,Viscosity
Report_1262,Four Ball FB-1000,7,2,,Wear Scar Diameter
Report_1262,Ion Chromatograph IC-2100,6,,5,Concentration
Report_1262,X-Ray Diffractometer XRD-6000,0,,,Melting Point
Report_1262,Microplate Reader MRX,6,4,,Optical Density
Report_1262,Centrifuge X100,7,1,,Rotational Speed
Report_1262,pH Meter PH-700,6,1,5,pH
Report_1262,FTIR Spectrometer FTIR-8400,7,2,5,Absorbance
Report_1262,Viscometer VS-300,6,,,Viscosity
Report_1262,Viscometer VS-300,6,5,,Viscosity
Report_1269,PCR Machine PCR-96,0,3,5,28
Report_1269,Centrifuge X100,7,3,5,12000
Report_1269,Spectrometer Alpha-300,0,2,4,450
Report_1269,Conductivity Meter CM-215,,,,
Report_1269,Conductivity Meter CM-215,6,3,,750
Report_1269,Mass Spectrometer MS-20,0,2,5,320
Report_1269,X-Ray Diffractometer XRD-6000,6,,,160
Report_1269,Thermocycler TC-5000,0,1,,37
Report_1269,Centrifuge X100,,,,
Report_1269,Viscometer VS-300,6,2,,5132.28
Report_1269,Viscometer VS-300,6,4,,4854.55
Report_128,Four Ball FB-1000,6,2,,Wear Scar: 0.750 mm
Report_128,Liquid Chromatograph LC-400,7,2,4,250 μg/mL
Report_128,Centrifuge X100,0,3,4,12000 RPM
Report_128,Viscometer VS-300,6,1,4,4728.66 cP
Report_1295,HPLC System HPLC-9000,6,1,5,521.35
Report_1295,HPLC System HPLC-9000,7,2,5,456.78
Report_1295,pH Meter PH-700,0,4,,8.3
Report_1295,Rheometer R-4500,7,2,,0.45
Report_1295,pH Meter PH-700,0,3,4,5.6
Report_1295,Centrifuge X100,6,1,4,12000
Report_1295,X-Ray Diffractometer XRD-6000,6,3,5,117
Report_1295,Liquid Chromatograph LC-400,0,1,5,235.67
Report_1308,FTIR Spectrometer FTIR-8400,,,,3500
Report_1308,Titrator T-905,,,,0.002
Report_1308,Four Ball FB-1000,,,,0.75
Report_1308,Viscometer VS-300,,,,4844.69
Report_1308,Viscometer VS-300,,,,7284.85
Report_131,PCR Machine PCR-96,0,5,,25.3
Report_131,PCR Machine PCR-96,6,5,,32.5
Report_131,Conductivity Meter CM-215,0,2,5,1523
Report_131,Conductivity Meter CM-215,6,1,5,1800
Report_131,NMR Spectrometer NMR-500,6,,,10.5
Report_131,Rheometer R-4500,0,2,,120.4
Report_1316,Centrifuge X100,0,1,5,Identified Peaks
Report_1316,Centrifuge X100,6,4,,Resonance Verified
Report_1316,Centrifuge X100,0,1,5,Component Quantified
Report_1327,Thermocycler TC-5000,0,3,4,63
Report_1327,Thermocycler TC-5000,7,2,4,22
Report_1327,Microplate Reader MRX,6,3,,3.2
Report_1327,HPLC System HPLC-9000,6,2,4,541.7
Report_1327,Ion Chromatograph IC-2100,7,,,12.4
Report_1327,FTIR Spectrometer FTIR-8400,6,1,4,1602
Report_1327,Mass Spectrometer MS-20,0,1,5,956
Report_1327,Viscometer VS-300,6,2,4,5190.17
Report_1327,Viscometer VS-300,6,5,,4912.54
Report_1329,Titrator T-905,6,3,5,5.674 M
Report_1329,Ion Chromatograph IC-2100,7,,,12.3 mM
Report_1329,Four Ball FB-1000,0,2,,0.645
Report_1329,Thermocycler TC-5000,0,5,,37
Report_1329,Spectrometer Alpha-300,7,3,,450
Report_1329,FTIR Spectrometer FTIR-8400,6,3,5,1450
Report_133,Spectrometer Alpha-300,7,5,,750
Report_133,UV-Vis Spectrophotometer UV-2600,0,3,5,1.25
Report_133,Microplate Reader MRX,7,3,,2.5
Report_133,Spectrometer Alpha-300,0,1,4,850
Report_133,Four Ball FB-1000,6,2,,0.5
Report_133,Four Ball FB-1000,6,,,0.75
Report_133,Conductivity Meter CM-215,0,1,5,1500
Report_133,Conductivity Meter CM-215,7,3,,1800
Report_133,Viscometer VS-300,7,1,5,7322.09
Report_133,Viscometer VS-300,0,3,5,2628.15
Report_133,Ion Chromatograph IC-2100,6,2,4,75
Report_1344,NMR Spectrometer NMR-500,,,,15.3
Report_1344,Gas Chromatograph GC-2010,7,3,5,329.9
Report_1344,Mass Spectrometer MS-20,,,,1024
Report_1344,Ion Chromatograph IC-2100,,,,18.6
Report_1344,pH Meter PH-700,,,,7.1
Report_1344,Titrator T-905,6,,,5.2
Report_1344,Viscometer VS-300,0,2,5,1856.31
Report_1344,Viscometer VS-300,0,2,5,1880.08
Report_1344,Viscometer VS-300,7,1,4,7164.26
Report_1344,PCR Machine PCR-96,0,3,5,28.4
Report_1344,UV-Vis Spectrophotometer UV-2600,6,,,1.7
Report_1344,Microplate Reader MRX,7,3,4,2.8
Report_1344,HPLC System HPLC-9000,7,2,4,482.7
Report_1352,Gas Chromatograph GC-2010,,,,350
Report_1352,Spectrometer Alpha-300,,,,600
Report_1352,UV-Vis Spectrophotometer UV-2600,,,,1.8
Report_1352,HPLC System HPLC-9000,,,,550
Report_1352,Microplate Reader MRX,,,,3.2
Report_1352,FTIR Spectrometer FTIR-8400,,,,1700
Report_1352,Viscometer VS-300,,,,4931.43
Report_1352,Viscometer VS-300,,,,4719.76
Report_1356,Mass Spectrometer MS-20,,,,1550 m/z
Report_1356,Centrifuge X100,,,,8500 RPM
Report_1356,Spectrometer Alpha-300,,,,650 nm
Report_1356,pH Meter PH-700,,,,7.2 pH
Report_1359,Four Ball FB-1000,0,3,,0.5
Report_1359,Spectrometer Alpha-300,7,1,,550
Report_1359,NMR Spectrometer NMR-500,6,2,4,10
Report_1359,pH Meter PH-700,6,2,5,6
Report_1359,PCR Machine PCR-96,6,3,5,25
Report_1359,Gas Chromatograph GC-2010,6,5,,450
Report_1363,Ion Chromatograph IC-2100,0,2,,43.2 mM
Report_1363,Liquid Chromatograph LC-400,6,2,4,120.3 µg/mL
Report_1363,Rheometer R-4500,7,2,4,120.5 Pa-s
Report_1374,Gas Chromatograph GC-2010,7,3,5,750
Report_1374,HPLC System HPLC-9000,6,2,5,850
Report_1374,Rheometer R-4500,0,1,4,400
Report_1374,Liquid Chromatograph LC-400,7,1,,300
Report_1374,Conductivity Meter CM-215,6,5,,1800
Report_1374,UV-Vis Spectrophotometer UV-2600,7,4,,2.5
Report_1374,Four Ball FB-1000,0,1,4,0.8
Report_1374,Centrifuge X100,7,,,12000
Report_1374,Viscometer VS-300,6,2,,5271.27
Report_1374,Viscometer VS-300,6,5,,4813.05
Report_1374,Viscometer VS-300,7,3,,7231.66
Report_1376,Viscometer VS-300,,,,cP
Report_1376,Viscometer VS-300,,,,cP
Report_1378,Microplate Reader MRX,7,2,,3.2
Report_1378,Mass Spectrometer MS-20,7,4,,1587
Report_1378,Microplate Reader MRX,7,1,,2.5
Report_1378,Mass Spectrometer MS-20,0,2,,1300
Report_1378,Gas Chromatograph GC-2010,7,2,5,678
Report_1378,Conductivity Meter CM-215,0,3,5,1540
Report_1378,Four Ball FB-1000,7,1,5,0.753
Report_1378,Four Ball FB-1000,0,3,,0.845
Report_1378,Titrator T-905,0,1,,0.962
Report_138,Liquid Chromatograph LC-400,6,1,,125.5
Report_138,Conductivity Meter CM-215,0,3,4,750
Report_138,Rheometer R-4500,6,4,,5.75
Report_138,UV-Vis Spectrophotometer UV-2600,0,5,,1.2
Report_138,NMR Spectrometer NMR-500,0,3,,10.5
Report_138,Ion Chromatograph IC-2100,,1,,15.5
Report_138,X-Ray Diffractometer XRD-6000,0,2,4,110
Report_138,pH Meter PH-700,0,,,7.5
Report_138,FTIR Spectrometer FTIR-8400,7,1,,1100
Report_138,HPLC System HPLC-9000,,,,150.25
Report_138,Viscometer VS-300,6,2,,5297.74
Report_138,Viscometer VS-300,0,3,,2818.33
Report_1384,HPLC System HPLC-9000,,,,0.05
Report_1384,NMR Spectrometer NMR-500,,,,15
Report_1400,UV-Vis Spectrophotometer UV-2600,7,4,1,1.8
Report_1400,pH Meter PH-700,7,1,,6.5
Report_1402,NMR Spectrometer NMR-500,0,3,5,12.5
Report_1402,Gas Chromatograph GC-2010,7,3,5,150
Report_1402,Liquid Chromatograph LC-400,0,2,,50
Report_1402,HPLC System HPLC-9000,0,1,5,250
Report_1402,NMR Spectrometer NMR-500,7,5,,15
Report_1402,Centrifuge X100,7,3,5,8000
Report_1402,Centrifuge X100,0,3,5,12000
Report_1402,Titrator T-905,0,1,5,0.005
Report_1402,Titrator T-905,7,2,,0.002
Report_1402,Viscometer VS-300,0,2,,2034.24
Report_1402,Viscometer VS-300,7,5,,7637.9
Report_141,Microplate Reader MRX,0,1,5,2.3
Report_141,Mass Spectrometer MS-20,0,1,4,1250
Report_141,Spectrometer Alpha-300,7,1,,770
Report_141,UV-Vis Spectrophotometer UV-2600,7,1,,1.6
Report_141,Titrator T-905,6,1,5,0.005
Report_141,Four Ball FB-1000,0,1,5,0.468
Report_141,Conductivity Meter CM-215,6,1,5,1500
Report_141,Viscometer VS-300,6,3,5,5202.73
Report_1423,NMR Spectrometer NMR-500,0,1,,15.2
Report_1423,Mass Spectrometer MS-20,0,1,,1450.5
Report_143,Microplate Reader MRX,0,3,5,3.2
Report_143,Spectrometer Alpha-300,6,1,5,550
Report_143,Conductivity Meter CM-215,7,1,,750
Report_143,pH Meter PH-700,6,3,,5.5
Report_143,NMR Spectrometer NMR-500,7,2,4,12
Report_143,Four Ball FB-1000,6,4,,0.65
Report_143,Viscometer VS-300,6,3,5,5170.29
Report_143,Viscometer VS-300,7,5,,7551.4
Report_1432,Spectrometer Alpha-300,6,2,5,715
Report_1432,FTIR Spectrometer FTIR-8400,0,3,,1500
Report_1432,HPLC System HPLC-9000,0,2,,65
Report_1432,Gas Chromatograph GC-2010,6,1,4,0.5
Report_1432,Conductivity Meter CM-215,0,2,5,1200
Report_1432,Rheometer R-4500,0,3,4,0.9
